"MC_line_count","MC_cyclomatic","MC_essential","MC_design","line_code","line_comment","line_blank","line_code_and_comment","unique_operators","unique_operands","total_operators","total_operands","flow_graph","TARGET","source.1","source.2","source.3","source.4","source.5"
15,5,5,1,11,0,1,0,11,5,24,11,9,"0",1,0,0,0,0
9,3,3,3,7,0,0,0,12,9,29,12,5,"0",1,0,0,0,0
22,5,5,3,20,0,0,0,13,10,37,22,9,"0",1,0,0,0,0
8,1,1,1,5,0,1,0,9,6,12,7,1,"0",1,0,0,0,0
19,6,3,4,14,0,3,0,15,14,44,35,11,"0",1,0,0,0,0
7,1,1,1,5,0,0,0,6,10,13,11,1,"0",1,0,0,0,0
6,2,1,1,4,0,0,0,7,3,13,8,3,"0",1,0,0,0,0
9,3,1,1,7,0,0,0,12,10,19,15,5,"0",1,0,0,0,0
6,1,1,1,2,0,2,0,3,1,3,1,1,"0",1,0,0,0,0
7,1,1,1,4,0,1,0,4,7,8,8,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,5,2,5,2,1,"0",1,0,0,0,0
246,15,5,4,169,20,55,0,20,92,448,311,29,"0",1,0,0,0,0
26,3,3,2,12,11,1,0,12,10,20,15,5,"0",1,0,0,0,0
32,11,8,7,18,9,3,0,16,18,75,58,21,"0",1,0,0,0,0
7,1,1,1,4,0,1,0,6,5,9,6,1,"0",1,0,0,0,0
11,2,1,1,9,0,0,0,5,3,10,3,3,"0",1,0,0,0,0
131,13,10,7,110,6,12,0,26,40,240,165,25,"0",1,0,0,0,0
7,2,1,2,5,0,0,0,5,3,6,4,3,"0",1,0,0,0,0
32,3,1,3,23,2,4,0,16,15,44,30,5,"0",1,0,0,0,0
19,3,3,1,13,0,4,0,14,14,23,19,5,"0",1,0,0,0,0
18,5,5,3,13,0,3,0,19,9,41,23,9,"0",1,0,0,0,0
19,3,3,2,15,0,2,0,15,11,31,21,5,"0",1,0,0,0,0
17,5,5,2,12,0,3,0,17,8,33,19,9,"0",1,0,0,0,0
36,19,19,10,23,5,3,0,13,15,69,49,37,"0",1,0,0,0,0
120,29,9,11,103,0,13,0,21,59,263,208,57,"0",1,0,0,0,0
123,26,7,6,103,0,17,0,21,48,225,181,51,"0",1,0,0,0,0
161,38,9,7,136,0,21,0,21,54,297,239,75,"0",1,0,0,0,0
235,63,51,34,192,22,18,0,44,94,618,371,120,"0",1,0,0,0,0
224,40,32,27,168,29,24,0,45,87,463,288,74,"0",1,0,0,0,0
223,67,51,30,189,16,15,0,44,92,635,381,128,"0",1,0,0,0,0
19,2,1,2,8,6,3,0,6,8,13,8,3,"0",1,0,0,0,0
86,3,1,3,49,14,11,10,14,78,127,120,5,"0",1,0,0,0,0
212,9,1,6,103,55,34,18,22,93,384,258,17,"0",1,0,0,0,0
87,14,1,11,64,4,16,1,21,39,111,70,26,"0",1,0,0,0,0
138,16,5,16,83,26,24,3,28,56,172,101,28,"0",1,0,0,0,0
10,1,1,1,0,0,0,0,0,0,0,0,1,"0",1,0,0,0,0
10,1,1,1,0,0,0,0,0,0,0,0,1,"0",1,0,0,0,0
31,6,1,4,26,0,3,0,16,15,52,36,11,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,5,2,6,3,1,"0",1,0,0,0,0
28,2,1,1,15,3,3,0,12,11,35,20,3,"0",1,0,0,0,0
9,1,1,1,0,0,0,0,0,0,0,0,1,"0",1,0,0,0,0
9,1,1,1,0,0,0,0,0,0,0,0,1,"0",1,0,0,0,0
45,5,4,3,34,1,8,0,19,26,76,50,9,"0",1,0,0,0,0
23,3,1,3,20,0,1,0,12,9,48,22,5,"0",1,0,0,0,0
13,2,1,2,10,0,1,0,5,7,10,7,3,"0",1,0,0,0,0
27,5,1,5,23,0,2,0,12,13,41,25,9,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,5,2,6,3,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,5,2,6,3,1,"0",1,0,0,0,0
32,5,3,1,25,3,1,0,10,4,75,24,9,"0",1,0,0,0,0
119,33,19,12,0,0,0,0,0,0,0,0,65,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,5,2,6,3,1,"0",1,0,0,0,0
28,2,1,1,15,3,3,0,12,11,35,20,3,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,5,2,6,3,1,"0",1,0,0,0,0
9,2,1,2,7,0,0,0,6,8,11,8,3,"0",1,0,0,0,0
109,19,14,4,0,0,0,0,0,0,0,0,37,"0",1,0,0,0,0
21,5,1,2,12,0,4,0,18,14,36,31,9,"0",1,0,0,0,0
24,6,1,2,18,0,4,0,18,17,41,38,11,"0",1,0,0,0,0
35,9,5,7,19,9,5,0,19,29,117,80,17,"0",1,0,0,0,0
6,1,1,1,4,0,0,0,5,6,9,8,1,"0",1,0,0,0,0
35,9,4,3,29,0,4,0,17,17,79,50,17,"0",1,0,0,0,0
24,6,1,3,20,1,1,0,13,16,64,43,11,"0",1,0,0,0,0
11,2,1,1,9,0,0,0,8,2,19,6,3,"0",1,0,0,0,0
5,1,1,1,3,0,0,0,3,2,5,2,1,"0",1,0,0,0,0
49,8,4,8,41,2,3,0,12,29,90,76,15,"0",1,0,0,0,0
19,3,1,3,17,0,0,0,6,11,25,19,5,"0",1,0,0,0,0
33,12,8,7,20,8,3,0,16,21,82,64,23,"0",1,0,0,0,0
34,8,5,6,19,9,3,1,15,21,70,55,15,"0",1,0,0,0,0
38,10,6,6,22,8,6,0,21,32,121,83,19,"0",1,0,0,0,0
22,12,10,5,16,0,4,0,20,19,77,57,23,"0",1,0,0,0,0
36,6,1,1,0,0,0,0,0,0,0,0,11,"0",1,0,0,0,0
24,5,5,2,14,0,3,0,16,15,49,24,9,"0",1,0,0,0,0
7,2,1,2,5,0,0,0,6,6,8,6,3,"0",1,0,0,0,0
52,6,1,3,0,0,0,0,0,0,0,0,11,"0",1,0,0,0,0
30,5,1,2,0,0,0,0,0,0,0,0,9,"0",1,0,0,0,0
41,6,1,3,0,0,0,0,0,0,0,0,11,"0",1,0,0,0,0
79,10,3,2,51,17,6,0,19,17,79,54,19,"0",1,0,0,0,0
17,2,1,1,12,0,3,0,13,10,33,19,3,"0",1,0,0,0,0
18,2,1,1,11,3,2,0,17,10,46,19,3,"0",1,0,0,0,0
83,12,4,6,54,14,13,0,19,38,178,116,23,"0",1,0,0,0,0
14,2,1,2,12,0,0,0,10,7,27,14,3,"0",1,0,0,0,0
15,5,3,1,12,0,0,0,10,7,25,14,9,"0",1,0,0,0,0
11,2,1,1,7,0,2,0,8,4,14,6,3,"0",1,0,0,0,0
9,2,1,1,0,0,0,0,0,0,0,0,3,"0",1,0,0,0,0
20,6,1,5,20,0,0,0,12,12,48,39,11,"0",1,0,0,0,0
9,1,1,1,4,0,3,0,9,2,12,4,1,"0",1,0,0,0,0
11,1,1,1,6,0,2,1,6,5,29,15,1,"0",1,0,0,0,0
12,2,1,2,8,0,2,0,7,7,15,14,3,"0",1,0,0,0,0
12,2,1,2,8,0,2,0,7,7,15,14,3,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
16,2,1,2,8,3,3,0,7,7,15,14,3,"0",1,0,0,0,0
24,3,1,3,19,0,3,0,10,29,81,68,5,"0",1,0,0,0,0
81,21,7,12,57,7,14,1,21,52,141,119,41,"0",1,0,0,0,0
12,1,1,1,8,0,1,0,9,9,25,16,1,"0",1,0,0,0,0
20,7,3,1,0,0,0,0,0,0,0,0,13,"0",1,0,0,0,0
20,4,1,1,0,0,0,0,0,0,0,0,7,"0",1,0,0,0,0
9,2,1,2,6,0,1,0,12,7,21,11,3,"0",1,0,0,0,0
12,4,4,1,8,0,2,0,9,6,20,10,7,"0",1,0,0,0,0
11,2,1,1,9,0,0,0,6,5,11,6,3,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
27,6,1,3,20,0,4,1,12,9,30,16,11,"0",1,0,0,0,0
18,5,1,1,12,2,2,0,12,7,34,23,9,"0",1,0,0,0,0
10,1,1,1,5,0,3,0,6,7,11,8,1,"0",1,0,0,0,0
11,1,1,1,8,0,1,0,6,11,28,25,1,"0",1,0,0,0,0
42,15,10,7,29,6,2,3,21,14,127,67,29,"0",1,0,0,0,0
15,2,1,2,0,0,0,0,0,0,0,0,3,"0",1,0,0,0,0
17,5,3,1,0,0,0,0,0,0,0,0,9,"0",1,0,0,0,0
14,4,3,1,0,0,0,0,0,0,0,0,7,"0",1,0,0,0,0
39,6,1,1,28,3,5,0,14,11,49,31,11,"0",1,0,0,0,0
39,6,1,1,28,3,5,0,14,11,49,31,11,"0",1,0,0,0,0
27,6,1,3,21,0,1,3,16,9,76,33,11,"0",1,0,0,0,0
2,1,1,1,0,0,0,0,7,4,9,6,1,"0",1,0,0,0,0
13,3,1,2,10,0,1,0,9,7,14,13,5,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,5,1,5,1,1,"0",1,0,0,0,0
26,6,5,2,0,0,0,0,0,0,0,0,11,"0",1,0,0,0,0
15,2,1,2,12,0,1,0,6,8,18,15,3,"0",1,0,0,0,0
10,3,3,3,8,0,0,0,13,9,36,13,5,"0",1,0,0,0,0
25,5,3,2,19,0,3,0,15,11,33,23,9,"0",1,0,0,0,0
24,7,7,3,18,0,3,0,13,14,30,24,13,"0",1,0,0,0,0
97,14,5,5,59,14,18,4,21,27,167,107,27,"0",1,0,0,0,0
41,6,6,3,33,0,4,0,19,17,104,53,11,"0",1,0,0,0,0
40,6,6,3,32,0,4,0,19,17,100,53,11,"0",1,0,0,0,0
53,6,6,4,31,10,9,0,21,21,90,47,11,"0",1,0,0,0,0
19,2,1,2,14,0,3,0,9,8,30,18,3,"0",1,0,0,0,0
19,2,1,2,14,0,3,0,9,8,30,18,3,"0",1,0,0,0,0
19,2,1,2,14,0,3,0,9,8,30,18,3,"0",1,0,0,0,0
59,5,1,5,49,4,4,0,9,23,109,75,9,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
93,7,4,4,57,17,15,1,22,31,157,101,13,"0",1,0,0,0,0
19,4,4,2,8,0,4,0,17,12,44,22,7,"0",1,0,0,0,0
33,8,4,1,0,0,0,0,0,0,0,0,15,"0",1,0,0,0,0
46,3,1,3,39,0,5,0,14,37,73,61,5,"0",1,0,0,0,0
30,3,3,2,19,3,4,0,9,25,46,44,5,"0",1,0,0,0,0
18,2,1,2,14,0,2,0,11,14,36,24,3,"0",1,0,0,0,0
21,2,1,2,11,4,4,0,9,14,22,18,3,"0",1,0,0,0,0
21,3,1,3,14,1,4,0,11,19,32,26,5,"0",1,0,0,0,0
61,5,1,5,45,3,10,1,16,40,99,78,9,"0",1,0,0,0,0
51,5,1,5,37,4,7,1,16,33,76,54,9,"0",1,0,0,0,0
19,2,1,2,14,2,1,0,8,17,27,22,3,"0",1,0,0,0,0
14,2,1,2,7,2,3,0,9,17,21,18,3,"0",1,0,0,0,0
16,2,1,2,10,0,2,0,9,12,19,15,3,"0",1,0,0,0,0
16,2,1,2,10,0,2,0,9,12,19,15,3,"0",1,0,0,0,0
22,2,1,2,14,2,4,0,11,20,34,29,3,"0",1,0,0,0,0
19,2,1,2,14,0,3,0,7,18,27,25,3,"0",1,0,0,0,0
6,2,1,2,4,0,0,0,6,5,8,6,3,"0",1,0,0,0,0
96,5,1,5,65,27,4,0,20,64,149,130,9,"0",1,0,0,0,0
88,7,3,7,60,23,5,0,15,43,86,61,13,"0",1,0,0,0,0
6,1,1,1,0,0,0,0,0,0,0,0,1,"0",1,0,0,0,0
6,1,1,1,3,0,1,0,5,5,7,5,1,"0",1,0,0,0,0
6,1,1,1,5,0,1,0,5,5,7,5,1,"0",1,0,0,0,0
15,1,1,1,0,0,0,0,0,0,0,0,1,"0",1,0,0,0,0
15,1,1,1,7,3,3,0,4,16,19,17,1,"0",1,0,0,0,0
15,1,1,1,9,3,3,0,4,16,19,17,1,"0",1,0,0,0,0
16,1,1,1,0,0,0,0,0,0,0,0,1,"0",1,0,0,0,0
16,1,1,1,8,3,3,0,4,17,20,18,1,"0",1,0,0,0,0
16,1,1,1,10,3,3,0,4,17,20,18,1,"0",1,0,0,0,0
23,4,1,4,17,0,4,0,12,20,46,34,7,"0",1,0,0,0,0
12,2,1,2,8,0,2,0,7,15,18,17,3,"0",1,0,0,0,0
55,4,1,4,48,0,5,0,17,37,113,74,7,"0",1,0,0,0,0
50,4,1,4,43,0,5,0,17,33,97,62,7,"0",1,0,0,0,0
62,3,1,3,53,0,7,0,18,43,124,82,5,"0",1,0,0,0,0
21,3,1,3,14,1,4,0,11,19,32,26,5,"0",1,0,0,0,0
8,2,1,2,5,0,1,0,6,6,15,13,3,"0",1,0,0,0,0
19,2,1,2,14,0,3,0,7,18,27,25,3,"0",1,0,0,0,0
17,3,1,3,15,0,0,0,15,19,49,33,5,"0",1,0,0,0,0
34,5,1,5,23,5,4,0,17,19,68,46,9,"0",1,0,0,0,0
63,10,5,9,42,7,9,2,16,37,117,95,19,"0",1,0,0,0,0
26,2,1,2,0,0,0,0,0,0,0,0,3,"0",1,0,0,0,0
19,2,1,2,0,0,0,0,0,0,0,0,3,"0",1,0,0,0,0
19,3,1,2,13,0,4,0,13,17,26,21,5,"0",1,0,0,0,0
27,2,1,1,20,2,3,0,10,18,39,38,3,"0",1,0,0,0,0
30,1,1,1,16,7,5,0,9,12,50,40,1,"0",1,0,0,0,0
24,1,1,1,15,3,4,0,9,11,46,37,1,"0",1,0,0,0,0
5,1,1,1,3,0,0,0,4,8,10,8,1,"0",1,0,0,0,0
7,1,1,1,4,1,0,0,5,10,13,10,1,"0",1,0,0,0,0
6,1,1,1,4,0,0,0,7,8,12,8,1,"0",1,0,0,0,0
26,2,1,1,16,3,5,0,10,13,35,32,3,"0",1,0,0,0,0
5,1,1,1,2,0,1,0,4,3,4,3,1,"0",1,0,0,0,0
20,5,4,3,17,0,1,0,13,19,39,33,9,"0",1,0,0,0,0
6,1,1,1,4,0,0,0,4,10,11,10,1,"0",1,0,0,0,0
10,1,1,1,5,0,3,0,5,8,11,9,1,"0",1,0,0,0,0
5,1,1,1,3,0,0,0,3,3,5,3,1,"0",1,0,0,0,0
18,7,1,7,16,0,0,0,12,25,49,43,13,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,0,3,0,1,"0",1,0,0,0,0
6,1,1,1,4,0,0,0,5,9,11,10,1,"0",1,0,0,0,0
5,1,1,1,3,0,0,0,5,5,9,6,1,"0",1,0,0,0,0
7,2,1,2,4,1,0,0,7,11,14,11,3,"0",1,0,0,0,0
5,1,1,1,2,0,1,0,3,2,3,2,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,4,3,4,3,1,"0",1,0,0,0,0
5,1,1,1,3,0,0,0,4,2,5,2,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,4,3,4,3,1,"0",1,0,0,0,0
7,2,1,2,5,0,0,0,7,10,14,11,3,"0",1,0,0,0,0
7,2,1,2,5,0,0,0,7,10,14,11,3,"0",1,0,0,0,0
60,14,9,6,47,3,8,0,24,28,131,92,27,"0",1,0,0,0,0
37,4,1,4,27,1,7,0,18,28,81,53,6,"0",1,0,0,0,0
12,2,1,2,10,0,0,0,6,14,23,20,3,"0",1,0,0,0,0
8,2,1,2,6,0,0,0,7,9,13,10,3,"0",1,0,0,0,0
12,2,1,2,8,0,2,0,7,15,23,21,3,"0",1,0,0,0,0
6,1,1,1,4,0,0,0,4,7,9,7,1,"0",1,0,0,0,0
11,3,3,2,9,0,0,0,15,13,32,17,5,"0",1,0,0,0,0
8,3,3,2,6,0,0,0,8,7,11,7,5,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
5,1,1,1,3,0,0,0,5,5,6,5,1,"0",1,0,0,0,0
7,2,1,2,5,0,0,0,7,10,14,11,3,"0",1,0,0,0,0
16,3,3,3,11,1,2,0,11,9,23,15,5,"0",1,0,0,0,0
9,2,1,2,7,0,0,0,9,13,18,14,3,"0",1,0,0,0,0
18,3,3,2,15,0,1,0,13,9,23,18,5,"0",1,0,0,0,0
10,2,1,2,7,0,1,0,11,13,19,14,3,"0",1,0,0,0,0
8,2,1,2,6,0,0,0,7,10,14,11,3,"0",1,0,0,0,0
9,2,1,2,7,0,0,0,9,13,18,14,3,"0",1,0,0,0,0
8,2,1,1,6,0,0,0,10,8,13,8,3,"0",1,0,0,0,0
9,3,3,3,6,0,1,0,9,13,22,16,5,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
15,2,1,2,12,0,1,0,10,10,25,17,3,"0",1,0,0,0,0
37,4,1,4,23,8,4,0,15,18,47,31,7,"0",1,0,0,0,0
11,1,1,1,0,0,0,0,0,0,0,0,1,"0",1,0,0,0,0
8,1,1,1,4,1,1,0,5,10,13,10,1,"0",1,0,0,0,0
6,1,1,1,6,0,0,0,4,10,12,10,1,"0",1,0,0,0,0
34,6,6,5,28,3,1,0,18,22,62,41,11,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
6,1,1,1,4,0,0,0,5,9,11,10,1,"0",1,0,0,0,0
5,1,1,1,3,0,0,0,3,3,5,4,1,"0",1,0,0,0,0
4,1,1,1,0,0,0,0,0,0,0,0,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
6,1,1,1,0,0,0,0,0,0,0,0,1,"0",1,0,0,0,0
7,1,1,1,3,1,1,0,4,3,6,3,1,"0",1,0,0,0,0
5,1,1,1,5,0,0,0,3,3,5,3,1,"0",1,0,0,0,0
5,1,1,1,3,0,0,0,4,3,6,3,1,"0",1,0,0,0,0
10,3,1,2,6,0,1,1,11,4,16,10,5,"0",1,0,0,0,0
11,2,1,2,0,0,0,0,0,0,0,0,3,"0",1,0,0,0,0
21,4,1,4,14,2,3,0,4,8,15,10,7,"0",1,0,0,0,0
89,14,4,12,56,12,8,11,28,26,142,99,25,"0",1,0,0,0,0
35,9,1,2,31,0,1,1,15,15,47,30,14,"0",1,0,0,0,0
59,9,1,2,47,0,9,1,15,15,55,30,14,"0",1,0,0,0,0
21,3,1,3,15,2,2,0,11,11,26,16,5,"0",1,0,0,0,0
16,2,1,2,13,0,1,0,10,12,27,19,3,"0",1,0,0,0,0
15,2,1,2,13,0,2,0,8,12,19,16,3,"0",1,0,0,0,0
15,2,1,2,13,0,2,0,8,12,19,16,3,"0",1,0,0,0,0
10,2,1,2,8,0,0,0,12,13,21,14,3,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,4,3,4,3,1,"0",1,0,0,0,0
4,1,1,1,0,0,0,0,0,0,0,0,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,4,3,4,3,1,"0",1,0,0,0,0
4,1,1,1,4,0,0,0,4,3,4,3,1,"0",1,0,0,0,0
5,1,1,1,2,0,1,0,4,3,4,3,1,"0",1,0,0,0,0
18,3,3,2,11,2,3,0,12,7,20,14,5,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
17,2,1,2,15,0,2,0,9,14,22,19,3,"0",1,0,0,0,0
15,2,1,2,13,0,2,0,8,13,19,16,3,"0",1,0,0,0,0
15,2,1,2,13,0,2,0,8,13,19,16,3,"0",1,0,0,0,0
26,4,4,3,0,0,0,0,0,0,0,0,7,"0",1,0,0,0,0
26,4,4,3,21,1,2,0,17,19,42,30,7,"0",1,0,0,0,0
26,4,4,3,23,1,2,0,16,22,41,30,7,"0",1,0,0,0,0
18,2,1,2,12,1,3,0,9,15,24,19,3,"0",1,0,0,0,0
46,7,3,5,35,0,9,0,16,19,76,51,13,"0",1,0,0,0,0
45,4,1,3,31,9,5,0,18,21,68,51,7,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,2,3,2,1,"0",1,0,0,0,0
18,2,1,2,16,0,2,0,10,12,23,18,3,"0",1,0,0,0,0
12,2,1,2,7,1,2,0,10,9,14,9,3,"0",1,0,0,0,0
23,4,3,2,18,0,3,0,13,12,38,22,7,"0",1,0,0,0,0
16,3,3,2,13,0,1,0,13,13,28,17,5,"0",1,0,0,0,0
15,3,3,2,12,0,1,0,12,12,25,15,5,"0",1,0,0,0,0
29,6,6,3,26,0,1,0,14,19,70,45,11,"0",1,0,0,0,0
5,1,1,1,3,0,0,0,7,4,7,4,1,"0",1,0,0,0,0
5,1,1,1,3,0,0,0,3,3,5,3,1,"0",1,0,0,0,0
18,3,3,2,14,0,1,1,12,7,22,14,5,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,6,3,8,3,1,"0",1,0,0,0,0
9,2,1,1,6,0,1,0,7,5,9,9,3,"0",1,0,0,0,0
70,10,1,4,57,3,8,0,17,12,148,96,19,"0",1,0,0,0,0
48,8,6,6,43,1,4,0,17,70,147,119,15,"0",1,0,0,0,0
534,44,17,21,0,0,0,0,0,0,0,0,87,"0",1,0,0,0,0
14,2,1,2,10,0,2,0,7,6,11,8,3,"0",1,0,0,0,0
40,6,1,1,31,0,7,0,11,12,35,17,7,"0",1,0,0,0,0
7,1,1,1,4,0,1,0,9,4,16,6,1,"0",1,0,0,0,0
47,6,4,2,33,5,6,0,19,15,78,42,11,"0",1,0,0,0,0
19,4,1,3,14,0,3,0,11,12,28,27,7,"0",1,0,0,0,0
9,3,1,1,5,1,1,0,6,6,11,14,5,"0",1,0,0,0,0
81,8,6,4,36,14,24,3,20,18,92,51,15,"0",1,0,0,0,0
31,4,4,2,21,0,8,0,18,15,71,33,7,"0",1,0,0,0,0
57,8,6,3,31,4,15,4,22,17,85,44,15,"0",1,0,0,0,0
45,14,11,3,30,7,4,0,16,13,77,49,27,"0",1,0,0,0,0
17,2,1,1,10,2,2,0,8,4,26,12,3,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",1,0,0,0,0
25,2,1,2,0,0,0,0,0,0,0,0,3,"0",1,0,0,0,0
44,10,9,6,0,0,0,0,0,0,0,0,19,"0",1,0,0,0,0
51,7,7,4,0,0,0,0,0,0,0,0,13,"0",1,0,0,0,0
28,6,5,2,21,0,5,0,16,13,39,24,11,"0",1,0,0,0,0
27,5,4,2,0,0,0,0,0,0,0,0,9,"0",1,0,0,0,0
29,6,6,1,24,0,3,0,17,12,44,27,11,"0",1,0,0,0,0
25,5,5,1,20,0,3,0,17,11,40,22,9,"0",1,0,0,0,0
84,15,10,5,67,9,3,0,19,28,136,91,29,"0",1,0,0,0,0
34,5,1,5,22,4,5,0,8,12,35,27,9,"0",1,0,0,0,0
4,2,1,1,2,0,0,0,7,2,8,3,3,"0",1,0,0,0,0
11,2,1,1,9,0,0,0,8,4,14,6,3,"0",1,0,0,0,0
22,6,5,6,18,0,2,0,12,11,38,22,11,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,4,3,4,3,1,"0",1,0,0,0,0
61,1,1,1,43,2,13,0,15,8,170,85,1,"0",1,0,0,0,0
143,15,1,14,123,10,7,0,21,30,311,152,29,"0",1,0,0,0,0
30,2,1,2,18,4,5,0,18,15,59,37,3,"0",1,0,0,0,0
11,1,1,1,6,1,1,0,10,5,15,8,1,"0",1,0,0,0,0
10,1,1,1,6,0,1,0,10,6,21,13,1,"0",1,0,0,0,0
21,2,1,2,11,3,4,0,10,9,30,27,3,"0",1,0,0,0,0
51,2,1,1,29,9,10,0,15,25,99,65,3,"0",1,0,0,0,0
16,1,1,1,9,1,3,0,7,10,33,30,1,"0",1,0,0,0,0
42,2,1,2,28,3,8,0,14,6,115,56,3,"0",1,0,0,0,0
52,2,1,2,36,3,10,0,14,6,153,74,3,"0",1,0,0,0,0
42,2,1,2,28,3,8,0,14,6,115,56,3,"0",1,0,0,0,0
47,2,1,2,32,3,9,0,14,6,134,65,3,"0",1,0,0,0,0
52,2,1,2,36,3,10,0,14,6,153,74,3,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",1,0,0,0,0
21,4,1,4,18,0,1,0,12,17,37,26,7,"0",1,0,0,0,0
18,2,1,2,10,4,1,0,14,16,52,36,3,"0",1,0,0,0,0
13,2,1,2,6,4,0,0,14,14,43,29,3,"0",1,0,0,0,0
27,2,1,2,11,11,3,0,8,8,18,13,3,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,5,2,5,2,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,6,3,6,3,1,"0",1,0,0,0,0
14,3,1,2,10,1,1,0,11,8,28,22,5,"0",1,0,0,0,0
8,1,1,1,6,0,0,0,5,12,16,14,1,"0",1,0,0,0,0
105,6,1,6,87,2,14,0,17,46,308,248,11,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",1,0,0,0,0
5,1,1,1,3,0,0,0,4,5,6,5,1,"0",1,0,0,0,0
13,2,1,1,8,0,3,0,7,7,12,11,3,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",1,0,0,0,0
24,4,3,2,0,0,0,0,0,0,0,0,7,"0",1,0,0,0,0
44,7,1,7,34,4,4,0,11,20,69,42,13,"0",1,0,0,0,0
88,12,10,12,78,0,7,0,22,32,148,96,19,"0",1,0,0,0,0
41,4,3,3,0,0,0,0,0,0,0,0,7,"0",1,0,0,0,0
57,10,3,7,52,0,3,0,21,34,140,119,19,"0",1,0,0,0,0
4,1,1,1,2,0,0,0,3,1,3,1,1,"0",1,0,0,0,0
21,4,4,4,0,0,0,0,0,0,0,0,7,"0",1,0,0,0,0
17,3,1,1,13,0,2,0,12,11,37,21,5,"0",1,0,0,0,0
34,5,1,4,29,0,2,0,17,18,74,43,9,"0",1,0,0,0,0
20,2,1,2,14,0,4,0,13,17,33,23,3,"0",1,0,0,0,0
40,6,5,1,33,1,3,1,16,14,41,28,11,"0",1,0,0,0,0
26,6,5,6,0,0,0,0,0,0,0,0,11,"0",1,0,0,0,0
95,11,6,8,66,0,24,3,21,51,184,133,21,"0",1,0,0,0,0
16,2,1,2,9,1,3,0,9,11,21,16,3,"0",1,0,0,0,0
32,4,1,4,22,0,8,0,16,23,57,42,7,"0",1,0,0,0,0
15,1,1,1,10,0,3,0,10,13,26,18,1,"0",1,0,0,0,0
14,1,1,1,9,0,3,0,5,10,11,12,1,"0",1,0,0,0,0
